Date,Close
2020-09-23,10241.46000000
2020-09-24,10736.32000000
2020-09-25,10686.67000000
2020-09-26,10728.60000000
2020-09-27,10774.25000000
2020-09-28,10696.12000000
2020-09-29,10840.48000000
2020-09-30,10776.59000000
2020-10-01,10619.13000000
2020-10-02,10570.40000000
2020-10-03,10542.06000000
2020-10-04,10666.63000000
2020-10-05,10792.21000000
2020-10-06,10599.66000000
2020-10-07,10666.39000000
2020-10-08,10925.57000000
2020-10-09,11050.64000000
2020-10-10,11293.22000000
2020-10-11,11369.02000000
2020-10-12,11528.25000000
2020-10-13,11420.56000000
2020-10-14,11417.89000000
2020-10-15,11505.12000000
2020-10-16,11319.32000000
2020-10-17,11360.20000000
2020-10-18,11503.14000000
2020-10-19,11751.47000000
2020-10-20,11909.99000000
2020-10-21,12780.96000000
2020-10-22,12968.52000000
2020-10-23,12923.07000000
2020-10-24,13111.73000000
2020-10-25,13028.83000000
2020-10-26,13052.19000000
2020-10-27,13636.17000000
2020-10-28,13266.40000000
2020-10-29,13455.70000000
2020-10-30,13560.10000000
2020-10-31,13791.00000000
2020-11-01,13761.50000000
2020-11-02,13549.37000000
2020-11-03,14023.53000000
2020-11-04,14144.01000000
2020-11-05,15590.02000000
2020-11-06,15579.92000000
2020-11-07,14818.30000000
2020-11-08,15475.10000000
2020-11-09,15328.41000000
2020-11-10,15297.21000000
2020-11-11,15684.24000000
2020-11-12,16291.86000000
2020-11-13,16320.70000000
2020-11-14,16070.45000000
2020-11-15,15957.00000000
2020-11-16,16713.57000000
2020-11-17,17659.38000000
2020-11-18,17776.12000000
2020-11-19,17802.82000000
2020-11-20,18655.67000000
2020-11-21,18703.80000000
2020-11-22,18414.43000000
2020-11-23,18368.00000000
2020-11-24,19160.01000000
2020-11-25,18719.11000000
2020-11-26,17149.47000000
2020-11-27,17139.52000000
2020-11-28,17719.85000000
2020-11-29,18184.99000000
2020-11-30,19695.87000000
2020-12-01,18764.96000000
2020-12-02,19204.09000000
2020-12-03,19421.90000000
2020-12-04,18650.52000000
2020-12-05,19147.66000000
2020-12-06,19359.40000000
2020-12-07,19166.90000000
2020-12-08,18324.11000000
2020-12-09,18541.28000000
2020-12-10,18254.63000000
2020-12-11,18036.53000000
2020-12-12,18808.69000000
2020-12-13,19174.99000000
2020-12-14,19273.14000000
2020-12-15,19426.43000000
2020-12-16,21335.52000000
2020-12-17,22797.16000000
2020-12-18,23107.39000000
2020-12-19,23821.61000000
2020-12-20,23455.52000000
2020-12-21,22719.71000000
2020-12-22,23810.79000000
2020-12-23,23232.76000000
2020-12-24,23729.20000000
2020-12-25,24712.47000000
2020-12-26,26493.39000000
2020-12-27,26281.66000000
2020-12-28,27079.41000000
2020-12-29,27385.00000000
2020-12-30,28875.54000000
2020-12-31,28923.63000000
2021-01-01,29331.69000000
2021-01-02,32178.33000000
2021-01-03,33000.05000000
2021-01-04,31988.71000000
2021-01-05,33949.53000000
2021-01-06,36769.36000000
2021-01-07,39432.28000000
2021-01-08,40582.81000000
2021-01-09,40088.22000000
2021-01-10,38150.02000000
2021-01-11,35404.47000000
2021-01-12,34051.24000000
2021-01-13,37371.38000000
2021-01-14,39144.50000000
2021-01-15,36742.22000000
2021-01-16,35994.98000000
2021-01-17,35828.61000000
2021-01-18,36631.27000000
2021-01-19,35891.49000000
2021-01-20,35468.23000000
2021-01-21,30850.13000000
2021-01-22,32945.17000000
2021-01-23,32078.00000000
2021-01-24,32259.90000000
2021-01-25,32254.20000000
2021-01-26,32467.77000000
2021-01-27,30366.15000000
2021-01-28,33364.86000000
2021-01-29,34252.20000000
2021-01-30,34262.88000000
2021-01-31,33092.98000000
2021-02-01,33526.37000000
2021-02-02,35466.24000000
2021-02-03,37618.87000000
2021-02-04,36936.66000000
2021-02-05,38290.24000000
2021-02-06,39186.94000000
2021-02-07,38795.69000000
2021-02-08,46374.87000000
2021-02-09,46420.42000000
2021-02-10,44807.58000000
2021-02-11,47969.51000000
2021-02-12,47287.60000000
2021-02-13,47153.69000000
2021-02-14,48577.79000000
2021-02-15,47911.10000000
2021-02-16,49133.45000000
2021-02-17,52119.71000000
2021-02-18,51552.60000000
2021-02-19,55906.00000000
2021-02-20,55841.19000000
2021-02-21,57408.57000000
2021-02-22,54087.67000000
2021-02-23,48891.00000000
2021-02-24,49676.20000000
2021-02-25,47073.73000000
2021-02-26,46276.87000000
2021-02-27,46106.43000000
2021-02-28,45135.66000000
2021-03-01,49587.03000000
2021-03-02,48440.65000000
2021-03-03,50349.37000000
2021-03-04,48374.09000000
2021-03-05,48751.71000000
2021-03-06,48882.20000000
2021-03-07,50971.75000000
2021-03-08,52375.17000000
2021-03-09,54884.50000000
2021-03-10,55851.59000000
2021-03-11,57773.16000000
2021-03-12,57221.72000000
2021-03-13,61188.39000000
2021-03-14,58968.31000000
2021-03-15,55605.20000000
2021-03-16,56900.75000000
2021-03-17,58912.97000000
2021-03-18,57648.16000000
2021-03-19,58030.01000000
2021-03-20,58102.28000000
2021-03-21,57351.56000000
2021-03-22,54083.25000000
2021-03-23,54340.89000000
2021-03-24,52303.65000000
2021-03-25,51293.78000000
2021-03-26,55025.59000000
2021-03-27,55817.14000000
2021-03-28,55777.63000000
2021-03-29,57635.47000000
2021-03-30,58746.57000000
2021-03-31,58740.55000000
2021-04-01,58720.44000000
2021-04-02,58950.01000000
2021-04-03,57051.94000000
2021-04-04,58202.01000000
2021-04-05,59129.99000000
2021-04-06,57991.15000000
2021-04-07,55953.45000000
2021-04-08,58077.52000000
2021-04-09,58142.54000000
2021-04-10,59769.13000000
2021-04-11,60002.43000000
2021-04-12,59860.00000000
2021-04-13,63575.00000000
2021-04-14,62959.53000000
2021-04-15,63159.98000000
2021-04-16,61334.80000000
2021-04-17,60006.66000000
2021-04-18,56150.01000000
2021-04-19,55633.14000000
2021-04-20,56425.00000000
2021-04-21,53787.63000000
2021-04-22,51690.96000000
2021-04-23,51125.14000000
2021-04-24,50047.84000000
2021-04-25,49066.77000000
2021-04-26,54001.39000000
2021-04-27,55011.97000000
2021-04-28,54846.22000000
2021-04-29,53555.00000000
2021-04-30,57694.27000000
2021-05-01,57800.37000000
2021-05-02,56578.21000000
2021-05-03,57169.39000000
2021-05-04,53200.01000000
2021-05-05,57436.11000000
2021-05-06,56393.68000000
2021-05-07,57314.75000000
2021-05-08,58862.05000000
2021-05-09,58240.84000000
2021-05-10,55816.14000000
2021-05-11,56670.02000000
2021-05-12,49631.32000000
2021-05-13,49670.97000000
2021-05-14,49841.45000000
2021-05-15,46762.99000000
2021-05-16,46431.50000000
2021-05-17,43538.04000000
2021-05-18,42849.78000000
2021-05-19,36690.09000000
2021-05-20,40526.64000000
2021-05-21,37252.01000000
2021-05-22,37449.73000000
2021-05-23,34655.25000000
2021-05-24,38796.29000000
2021-05-25,38324.72000000
2021-05-26,39241.91000000
2021-05-27,38529.98000000
2021-05-28,35663.49000000
2021-05-29,34605.15000000
2021-05-30,35641.27000000
2021-05-31,37253.81000000
2021-06-01,36693.09000000
2021-06-02,37568.68000000
2021-06-03,39246.79000000
2021-06-04,36829.00000000
2021-06-05,35513.20000000
2021-06-06,35796.31000000
2021-06-07,33552.79000000
2021-06-08,33380.81000000
2021-06-09,37388.05000000
2021-06-10,36675.72000000
2021-06-11,37331.98000000
2021-06-12,35546.11000000
2021-06-13,39020.57000000
2021-06-14,40516.29000000
2021-06-15,40144.04000000
2021-06-16,38349.01000000
2021-06-17,38092.97000000
2021-06-18,35819.84000000
2021-06-19,35483.72000000
2021-06-20,35600.16000000
2021-06-21,31608.93000000
2021-06-22,32509.56000000
2021-06-23,33678.07000000
2021-06-24,34663.09000000
2021-06-25,31584.45000000
2021-06-26,32283.65000000
2021-06-27,34700.34000000
2021-06-28,34494.89000000
2021-06-29,35911.73000000
2021-06-30,35045.00000000
2021-07-01,33504.69000000
2021-07-02,33786.55000000
2021-07-03,34669.13000000
2021-07-04,35286.51000000
2021-07-05,33690.14000000
2021-07-06,34220.01000000
2021-07-07,33862.12000000
2021-07-08,32875.71000000
2021-07-09,33815.81000000
2021-07-10,33502.87000000
2021-07-11,34258.99000000
2021-07-12,33086.63000000
2021-07-13,32729.77000000
2021-07-14,32820.02000000
2021-07-15,31880.00000000
2021-07-16,31383.87000000
2021-07-17,31520.07000000
2021-07-18,31778.56000000
2021-07-19,30839.65000000
2021-07-20,29790.35000000
2021-07-21,32144.51000000
2021-07-22,32287.83000000
2021-07-23,33634.09000000
2021-07-24,34258.14000000
2021-07-25,35381.02000000
2021-07-26,37237.60000000
2021-07-27,39457.87000000
2021-07-28,40019.56000000
2021-07-29,40016.48000000
2021-07-30,42206.37000000
2021-07-31,41461.83000000
2021-08-01,39845.44000000
2021-08-02,39147.82000000
2021-08-03,38207.05000000
2021-08-04,39723.18000000
2021-08-05,40862.46000000
2021-08-06,42836.87000000
2021-08-07,44572.54000000
2021-08-08,43794.37000000
2021-08-09,46253.40000000
2021-08-10,45584.99000000
2021-08-11,45511.00000000
2021-08-12,44399.00000000
2021-08-13,47800.00000000
2021-08-14,47068.51000000
2021-08-15,46973.82000000
2021-08-16,45901.29000000
2021-08-17,44695.95000000
2021-08-18,44705.29000000
2021-08-19,46760.62000000
2021-08-20,49322.47000000
2021-08-21,48821.87000000
2021-08-22,49239.22000000
2021-08-23,49488.85000000
2021-08-24,47674.01000000
2021-08-25,48973.32000000
2021-08-26,46843.87000000
2021-08-27,49069.90000000
2021-08-28,48895.35000000
2021-08-29,48767.83000000
2021-08-30,46982.91000000
2021-08-31,47100.89000000
2021-09-01,48810.52000000
2021-09-02,49246.64000000
2021-09-03,49999.14000000
2021-09-04,49915.64000000
2021-09-05,51756.88000000
2021-09-06,52663.90000000
2021-09-07,46863.73000000
2021-09-08,46048.31000000
2021-09-09,46395.14000000
2021-09-10,44850.91000000
2021-09-11,45173.69000000
2021-09-12,46025.24000000
2021-09-13,44940.73000000
2021-09-14,47111.52000000
2021-09-15,48121.41000000
2021-09-16,47737.82000000
2021-09-17,47299.98000000
2021-09-18,48292.74000000
2021-09-19,47241.75000000
2021-09-20,43015.62000000
2021-09-21,40734.38000000
2021-09-22,43543.61000000
2021-09-23,44865.26000000
2021-09-24,42810.57000000
2021-09-25,42670.64000000
2021-09-26,43160.90000000
2021-09-27,42147.35000000
2021-09-28,41026.54000000
2021-09-29,41524.28000000
2021-09-30,43824.10000000
2021-10-01,48141.61000000
2021-10-02,47634.90000000
2021-10-03,48200.01000000
2021-10-04,49224.94000000
2021-10-05,51471.99000000
2021-10-06,55315.00000000
2021-10-07,53785.22000000
2021-10-08,53951.43000000
2021-10-09,54949.72000000
2021-10-10,54659.00000000
2021-10-11,57471.35000000
2021-10-12,55996.93000000
2021-10-13,57367.00000000
2021-10-14,57347.94000000
2021-10-15,61672.42000000
2021-10-16,60875.57000000
2021-10-17,61528.33000000
2021-10-18,62009.84000000
2021-10-19,64280.59000000
2021-10-20,66001.41000000
2021-10-21,62193.15000000
2021-10-22,60688.22000000
2021-10-23,61286.75000000
2021-10-24,60852.22000000
2021-10-25,63078.78000000
2021-10-26,60328.81000000
2021-10-27,58413.44000000
2021-10-28,60575.89000000
2021-10-29,62253.71000000
2021-10-30,61859.19000000
2021-10-31,61299.80000000
2021-11-01,60911.11000000
2021-11-02,63219.99000000
2021-11-03,62896.48000000
2021-11-04,61395.01000000
2021-11-05,60937.12000000
2021-11-06,61470.61000000
2021-11-07,63273.59000000
2021-11-08,67525.83000000
2021-11-09,66947.66000000
2021-11-10,64882.43000000
2021-11-11,64774.26000000
2021-11-12,64122.23000000
2021-11-13,64380.00000000
2021-11-14,65519.10000000
2021-11-15,63606.74000000
2021-11-16,60058.87000000
2021-11-17,60344.87000000
2021-11-18,56891.62000000
2021-11-19,58052.24000000
2021-11-20,59707.51000000
2021-11-21,58622.02000000
2021-11-22,56247.18000000
2021-11-23,57541.27000000
2021-11-24,57138.29000000
2021-11-25,58960.36000000
2021-11-26,53726.53000000
2021-11-27,54721.03000000
2021-11-28,57274.88000000
2021-11-29,57776.25000000
2021-11-30,56950.56000000
2021-12-01,57184.07000000
2021-12-02,56480.34000000
2021-12-03,53601.05000000
2021-12-04,49152.47000000
2021-12-05,49396.33000000
2021-12-06,50441.92000000
2021-12-07,50588.95000000
2021-12-08,50471.19000000
2021-12-09,47545.59000000
2021-12-10,47140.54000000
2021-12-11,49389.99000000
2021-12-12,50053.90000000
2021-12-13,46702.75000000
2021-12-14,48343.28000000
2021-12-15,48864.98000000
2021-12-16,47632.38000000
2021-12-17,46131.20000000
2021-12-18,46834.48000000
2021-12-19,46681.23000000
2021-12-20,46914.16000000
2021-12-21,48889.88000000
2021-12-22,48588.16000000
2021-12-23,50838.81000000
2021-12-24,50820.00000000
2021-12-25,50399.66000000
2021-12-26,50775.49000000
2021-12-27,50701.44000000
2021-12-28,47543.74000000
2021-12-29,46464.66000000
2021-12-30,47120.87000000
2021-12-31,46216.93000000
2022-01-01,47722.65000000
2022-01-02,47286.18000000
2022-01-03,46446.10000000
2022-01-04,45832.01000000
2022-01-05,43451.13000000
2022-01-06,43082.31000000
2022-01-07,41566.48000000
2022-01-08,41679.74000000
2022-01-09,41864.62000000
2022-01-10,41822.49000000
2022-01-11,42729.29000000
2022-01-12,43902.66000000
2022-01-13,42560.11000000
2022-01-14,43059.96000000
2022-01-15,43084.29000000
2022-01-16,43071.66000000
2022-01-17,42201.62000000
2022-01-18,42352.12000000
2022-01-19,41660.01000000
2022-01-20,40680.91000000
2022-01-21,36445.31000000
2022-01-22,35071.42000000
2022-01-23,36244.55000000
2022-01-24,36660.35000000
2022-01-25,36958.32000000
2022-01-26,36809.34000000
2022-01-27,37160.10000000
2022-01-28,37716.56000000
2022-01-29,38166.84000000
2022-01-30,37881.76000000
2022-01-31,38466.90000000
2022-02-01,38694.59000000
2022-02-02,36896.36000000
2022-02-03,37311.61000000
2022-02-04,41574.25000000
2022-02-05,41382.59000000
2022-02-06,42380.87000000
2022-02-07,43839.99000000
2022-02-08,44042.99000000
2022-02-09,44372.72000000
2022-02-10,43495.44000000
2022-02-11,42373.73000000
2022-02-12,42217.87000000
2022-02-13,42053.66000000
2022-02-14,42535.94000000
2022-02-15,44544.86000000
2022-02-16,43873.56000000
2022-02-17,40515.70000000
2022-02-18,39974.44000000
2022-02-19,40079.17000000
2022-02-20,38386.89000000
2022-02-21,37008.16000000
2022-02-22,38230.33000000
2022-02-23,37250.01000000
2022-02-24,38327.21000000
2022-02-25,39219.17000000
2022-02-26,39116.72000000
2022-02-27,37699.07000000
2022-02-28,43160.00000000
2022-03-01,44421.20000000
2022-03-02,43892.98000000
2022-03-03,42454.00000000
2022-03-04,39148.66000000
2022-03-05,39397.96000000
2022-03-06,38420.81000000
2022-03-07,37988.00000000
2022-03-08,38730.63000000
2022-03-09,41941.71000000
2022-03-10,39422.00000000
2022-03-11,38729.57000000
2022-03-12,38807.36000000
2022-03-13,37777.34000000
2022-03-14,39671.37000000
2022-03-15,39280.33000000
2022-03-16,41114.00000000
2022-03-17,40917.90000000
2022-03-18,41757.51000000
2022-03-19,42201.13000000
2022-03-20,41262.11000000
2022-03-21,41002.25000000
2022-03-22,42364.13000000
2022-03-23,42882.76000000
2022-03-24,43991.46000000
2022-03-25,44313.16000000
2022-03-26,44511.27000000
2022-03-27,46827.76000000
2022-03-28,47122.21000000
2022-03-29,47434.80000000
2022-03-30,47067.99000000
2022-03-31,45510.34000000
2022-04-01,46283.49000000
2022-04-02,45811.00000000
2022-04-03,46407.35000000
2022-04-04,46580.51000000
2022-04-05,45497.55000000
2022-04-06,43170.47000000
2022-04-07,43444.19000000
2022-04-08,42252.01000000
2022-04-09,42753.97000000
2022-04-10,42158.85000000
2022-04-11,39530.45000000
2022-04-12,40074.94000000
2022-04-13,41147.79000000
2022-04-14,39942.38000000
2022-04-15,40551.90000000
2022-04-16,40378.71000000
2022-04-17,39678.12000000
2022-04-18,40801.13000000
2022-04-19,41493.18000000
2022-04-20,41358.19000000
2022-04-21,40480.01000000
2022-04-22,39709.18000000
2022-04-23,39441.60000000
2022-04-24,39450.13000000
2022-04-25,40426.08000000
2022-04-26,38112.65000000
2022-04-27,39235.72000000
2022-04-28,39742.07000000
2022-04-29,38596.11000000
2022-04-30,37630.80000000
2022-05-01,38468.35000000
2022-05-02,38525.16000000
2022-05-03,37728.95000000
2022-05-04,39690.00000000
2022-05-05,36552.97000000
2022-05-06,36013.77000000
2022-05-07,35472.39000000
2022-05-08,34038.40000000
2022-05-09,30076.31000000
2022-05-10,31017.10000000
2022-05-11,29103.94000000
2022-05-12,29029.75000000
2022-05-13,29287.05000000
2022-05-14,30086.74000000
2022-05-15,31328.89000000
2022-05-16,29874.01000000
2022-05-17,30444.93000000
2022-05-18,28715.32000000
2022-05-19,30319.23000000
2022-05-20,29201.01000000
2022-05-21,29445.06000000
2022-05-22,30293.94000000
2022-05-23,29109.15000000
2022-05-24,29654.58000000
2022-05-25,29542.15000000
2022-05-26,29201.35000000
2022-05-27,28629.80000000
2022-05-28,29031.33000000
2022-05-29,29468.10000000
2022-05-30,31734.22000000
2022-05-31,31801.04000000
2022-06-01,29805.83000000
2022-06-02,30452.62000000
2022-06-03,29700.21000000
2022-06-04,29864.04000000
2022-06-05,29919.21000000
2022-06-06,31373.10000000
2022-06-07,31125.33000000
2022-06-08,30204.77000000
2022-06-09,30109.93000000
2022-06-10,29091.88000000
2022-06-11,28424.70000000
2022-06-12,26574.53000000
2022-06-13,22487.41000000
2022-06-14,22136.41000000
2022-06-15,22583.72000000
2022-06-16,20401.31000000
2022-06-17,20468.81000000
2022-06-18,18970.79000000
2022-06-19,20574.00000000
2022-06-20,20573.89000000
2022-06-21,20723.52000000
2022-06-22,19987.99000000
2022-06-23,21110.13000000
2022-06-24,21237.69000000
2022-06-25,21491.19000000
2022-06-26,21038.07000000
2022-06-27,20742.56000000
2022-06-28,20281.29000000
2022-06-29,20123.01000000
2022-06-30,19942.21000000
2022-07-01,19279.80000000
2022-07-02,19252.81000000
2022-07-03,19315.83000000
2022-07-04,20236.71000000
2022-07-05,20175.83000000
2022-07-06,20564.51000000
2022-07-07,21624.98000000
2022-07-08,21594.75000000
2022-07-09,21591.83000000
2022-07-10,20862.47000000
2022-07-11,19963.61000000
2022-07-12,19328.75000000
2022-07-13,20234.87000000
2022-07-14,20588.84000000
2022-07-15,20830.04000000
2022-07-16,21195.60000000
2022-07-17,20798.16000000
2022-07-18,22432.58000000
2022-07-19,23396.62000000
2022-07-20,23223.30000000
2022-07-21,23152.19000000
2022-07-22,22684.83000000
2022-07-23,22451.07000000
2022-07-24,22579.68000000
2022-07-25,21310.90000000
2022-07-26,21254.67000000
2022-07-27,22952.45000000
2022-07-28,23842.93000000
2022-07-29,23773.75000000
2022-07-30,23643.51000000
2022-07-31,23293.32000000
2022-08-01,23268.01000000
2022-08-02,22987.79000000
2022-08-03,22818.37000000
2022-08-04,22622.98000000
2022-08-05,23312.42000000
2022-08-06,22954.21000000
2022-08-07,23174.39000000
2022-08-08,23810.00000000
2022-08-09,23149.95000000
2022-08-10,23954.05000000
2022-08-11,23934.39000000
2022-08-12,24403.68000000
2022-08-13,24441.38000000
2022-08-14,24305.24000000
2022-08-15,24094.82000000
2022-08-16,23854.74000000
2022-08-17,23342.66000000
2022-08-18,23191.20000000
2022-08-19,20834.39000000
2022-08-20,21140.07000000
2022-08-21,21515.61000000
2022-08-22,21399.83000000
2022-08-23,21529.12000000
2022-08-24,21368.08000000
2022-08-25,21559.04000000
2022-08-26,20241.05000000
2022-08-27,20037.60000000
2022-08-28,19555.61000000
2022-08-29,20285.73000000
2022-08-30,19811.66000000
2022-08-31,20050.02000000
2022-09-01,20131.46000000
2022-09-02,19951.86000000
2022-09-03,19831.90000000
2022-09-04,20000.30000000
2022-09-05,19796.84000000
2022-09-06,18790.61000000
2022-09-07,19292.84000000
2022-09-08,19319.77000000
2022-09-09,21360.11000000
2022-09-10,21648.34000000
2022-09-11,21826.87000000
2022-09-12,22395.74000000
2022-09-13,20173.57000000
2022-09-14,20226.71000000
2022-09-15,19701.88000000
2022-09-16,19803.30000000
2022-09-17,20113.62000000
2022-09-18,19416.18000000
2022-09-19,19537.02000000
2022-09-20,18875.00000000
2022-09-21,18461.36000000
2022-09-22,19401.63000000
2022-09-23,19289.91000000
2022-09-24,18920.50000000
2022-09-25,18807.38000000
2022-09-26,19227.82000000
2022-09-27,19079.13000000
2022-09-28,19412.82000000
2022-09-29,19591.51000000
2022-09-30,19422.61000000
2022-10-01,19310.95000000
2022-10-02,19056.80000000
2022-10-03,19629.08000000
2022-10-04,20337.82000000
2022-10-05,20158.26000000
2022-10-06,19960.67000000
2022-10-07,19530.09000000
2022-10-08,19417.96000000
2022-10-09,19439.02000000
2022-10-10,19131.87000000
2022-10-11,19060.00000000
2022-10-12,19155.53000000
2022-10-13,19375.13000000
2022-10-14,19176.93000000
2022-10-15,19069.39000000
2022-10-16,19262.98000000
2022-10-17,19549.86000000
2022-10-18,19327.44000000
2022-10-19,19123.97000000
2022-10-20,19041.92000000
2022-10-21,19164.37000000
2022-10-22,19204.35000000
2022-10-23,19570.40000000
2022-10-24,19329.72000000
2022-10-25,20080.07000000
2022-10-26,20771.59000000
2022-10-27,20295.11000000
2022-10-28,20591.84000000
2022-10-29,20809.67000000
2022-10-30,20627.48000000
2022-10-31,20490.74000000
2022-11-01,20483.62000000
2022-11-02,20151.84000000
2022-11-03,20207.82000000
2022-11-04,21148.52000000
2022-11-05,21299.37000000
2022-11-06,20905.58000000
2022-11-07,20591.13000000
2022-11-08,18547.23000000
2022-11-09,15922.81000000
2022-11-10,17601.15000000
2022-11-11,17070.31000000
2022-11-12,16812.08000000
2022-11-13,16329.85000000
2022-11-14,16619.46000000
2022-11-15,16900.57000000
2022-11-16,16662.76000000
2022-11-17,16692.56000000
2022-11-18,16700.45000000
2022-11-19,16700.68000000
2022-11-20,16280.23000000
2022-11-21,15781.29000000
2022-11-22,16226.94000000
2022-11-23,16603.11000000
2022-11-24,16598.95000000
2022-11-25,16522.14000000
2022-11-26,16458.57000000
2022-11-27,16428.78000000
2022-11-28,16212.91000000
2022-11-29,16442.53000000
2022-11-30,17163.64000000
2022-12-01,16977.37000000
2022-12-02,17092.74000000
2022-12-03,16885.20000000
2022-12-04,17105.70000000
2022-12-05,16966.35000000
2022-12-06,17088.96000000
2022-12-07,16836.64000000
2022-12-08,17224.10000000
2022-12-09,17128.56000000
2022-12-10,17127.49000000
2022-12-11,17085.05000000
2022-12-12,17209.83000000
2022-12-13,17774.70000000
2022-12-14,17803.15000000
2022-12-15,17356.34000000
2022-12-16,16632.12000000
2022-12-17,16776.52000000
2022-12-18,16738.21000000
2022-12-19,16438.88000000
2022-12-20,16895.56000000
2022-12-21,16824.67000000
2022-12-22,16821.43000000
2022-12-23,16778.50000000
2022-12-24,16836.12000000
2022-12-25,16832.11000000
2022-12-26,16919.39000000
2022-12-27,16706.36000000
2022-12-28,16547.31000000
2022-12-29,16633.47000000
2022-12-30,16607.48000000
2022-12-31,16542.40000000
2023-01-01,16616.75000000
2023-01-02,16672.87000000
2023-01-03,16675.18000000
2023-01-04,16850.36000000
2023-01-05,16831.85000000
2023-01-06,16950.65000000
2023-01-07,16943.57000000
2023-01-08,17127.83000000
2023-01-09,17178.26000000
2023-01-10,17440.66000000
2023-01-11,17943.26000000
2023-01-12,18846.62000000
2023-01-13,19930.01000000
2023-01-14,20954.92000000
2023-01-15,20871.50000000
2023-01-16,21185.65000000
2023-01-17,21134.81000000
2023-01-18,20677.47000000
2023-01-19,21071.59000000
2023-01-20,22667.21000000
2023-01-21,22783.55000000
2023-01-22,22707.88000000
2023-01-23,22916.45000000
2023-01-24,22632.89000000
2023-01-25,23060.94000000
2023-01-26,23009.65000000
2023-01-27,23074.16000000
2023-01-28,23022.60000000
2023-01-29,23742.30000000
2023-01-30,22826.15000000
2023-01-31,23125.13000000
2023-02-01,23732.66000000
2023-02-02,23488.94000000
2023-02-03,23431.90000000
2023-02-04,23326.84000000
2023-02-05,22932.91000000
2023-02-06,22762.52000000
2023-02-07,23240.46000000
2023-02-08,22963.00000000
2023-02-09,21796.35000000
2023-02-10,21625.19000000
2023-02-11,21862.55000000
2023-02-12,21783.54000000
2023-02-13,21773.97000000
2023-02-14,22199.84000000
2023-02-15,24324.05000000
2023-02-16,23517.72000000
2023-02-17,24569.97000000
2023-02-18,24631.95000000
2023-02-19,24271.76000000
2023-02-20,24842.20000000
2023-02-21,24452.16000000
2023-02-22,24182.21000000
2023-02-23,23940.20000000
2023-02-24,23185.29000000
2023-02-25,23157.07000000
2023-02-26,23554.85000000
2023-02-27,23492.09000000
2023-02-28,23141.57000000
2023-03-01,23628.97000000
